"time" "surv25" "surv45"
0.0833333333333333 0.543874383177806 0.840122471970084
0.166666666666667 0.553418733463624 0.835737961287721
0.25 0.557466041144603 0.833235239494023
0.333333333333333 0.557529506524486 0.833124716476331
0.416666666666667 0.520597402450508 0.83098976504447
0.5 0.52176414553534 0.829975262722613
0.583333333333333 0.52824378682107 0.829335903589738
0.666666666666667 0.522367689677606 0.828346856482824
0.75 0.52103346504458 0.827228013278976
0.833333333333333 0.507643202020847 0.829837998453652
0.916666666666667 0.474405178416433 0.825509011705171
1 0.51023484540377 0.827739418581853
1.08333333333333 0.523806477484789 0.824877767582261
1.16666666666667 0.524259949855838 0.825185269415748
1.25 0.530493920520136 0.828262840706675
1.33333333333333 0.573510793610614 0.823889871692143
1.41666666666667 0.559504578434066 0.823610934415193
1.5 0.564385501213846 0.820624458520032
1.58333333333333 0.572471064055811 0.822119201842466
1.66666666666667 0.629001926320569 0.825762533525327
1.75 0.62044205236888 0.826199992652201
1.83333333333333 0.610448713455084 0.829062230775843
1.91666666666667 0.626636736407509 0.832608943560478
2 0.636752976776627 0.830630767950222
2.08333333333333 0.632721285816465 0.832517986651999
2.16666666666667 0.608677021266171 0.836916327486632
2.25 0.642034370121778 0.835300633354941
2.33333333333333 0.639870189391227 0.835758398668017
2.41666666666667 0.633525914912288 0.836219979530223
2.5 0.617713628388128 0.841960460737941
2.58333333333333 0.594610747617245 0.84176597501744
2.66666666666667 0.598607360828409 0.844981864946939
2.75 0.581749823758454 0.847511832605834
2.83333333333333 0.574979145815342 0.846511329423017
2.91666666666667 0.570156246566916 0.852630034107778
3 0.580075885856305 0.854059064416308
3.08333333333333 0.651212193044383 0.860099809212614
3.16666666666667 0.640638171405533 0.862032667948881
3.25 0.685977921074411 0.862112924571422
3.33333333333333 0.680795399151462 0.861979856703755
3.41666666666667 0.682813034807125 0.862578449718484
3.5 0.711877721646666 0.863270071732671
3.58333333333333 0.700399843114604 0.864608234668009
3.66666666666667 0.713655498075309 0.866338155053861
3.75 0.707872231681782 0.86455545985847
3.83333333333333 0.735657429658555 0.864061287749822
3.91666666666667 0.78789351673485 0.864056162356422
4 0.807542583592265 0.862830670838243
4.08333333333333 0.811630832207957 0.866389760520402
4.16666666666667 0.839718551874774 0.865384953140456
4.25 0.830770541157808 0.86646193351689
4.33333333333333 0.821498328349829 0.866600010553551
4.41666666666667 0.82683253814429 0.867151519384716
4.5 0.819167510340618 0.863926260767026
4.58333333333333 0.817451228470798 0.862916460563128
4.66666666666667 0.812715908591347 0.862666240713306
4.75 0.787266657978636 0.861214404629465
4.83333333333333 0.779949130340344 0.862918702597248
4.91666666666667 0.774572450302806 0.865506840671146
5 0.759136141614288 0.868644039251389
5.08333333333333 0.670041038979347 0.869593462227158
5.16666666666667 0.657444991581692 0.870431493932776
5.25 0.649245437803802 0.871661685632007
5.33333333333333 0.649368587360872 0.868052181834897
5.41666666666667 0.7281054628025 0.869964491741349
5.5 0.727524082333251 0.869519864625339
5.58333333333333 0.784471545500501 0.863612723633563
5.66666666666667 0.809365664984844 0.866789898274067
5.75 0.812479887248388 0.865332964170943
5.83333333333333 0.810587963153964 0.865433095606823
5.91666666666667 0.881134916784205 0.872380577439601
6 0.8811349167842 0.872380577439601
6.08333333333333 0.888499083410073 0.870423878460913
6.16666666666667 0.887640197869332 0.871538258433294
6.25 0.91075620460801 0.873273844235527
6.33333333333333 0.916334765285418 0.877772496268306
6.41666666666667 0.930745089817293 0.876006178834116
6.5 0.919860600193035 0.876065441545431
6.58333333333333 0.913123286070712 0.879194753982464
6.66666666666667 0.912203137490926 0.879412761899615
6.75 0.920254360256106 0.875896576818353
6.83333333333333 0.922495804847776 0.874865238066176
6.91666666666667 0.922495804847777 0.874865238066176
7 0.92946013263223 0.869442165117813
7.08333333333333 0.916364556590812 0.863187803491281
7.16666666666667 0.925358125085954 0.860488339051879
7.25 0.926219996782942 0.854674770038441
7.33333333333333 0.913964121651719 0.859905424733145
7.41666666666667 0.908526544377571 0.856496052281943
7.5 0.922774449260822 0.853400060033929
7.58333333333333 0.922586607418538 0.863308325485207
7.66666666666667 0.922586607418539 0.863308325485206
7.75 0.898334408547233 0.86088726651681
7.83333333333333 0.894446008543752 0.863027099969447
7.91666666666667 0.89240372743923 0.863133235253489
8 0.901299101368184 0.86102025047871
8.08333333333333 0.886321156843648 0.851573824666866
8.16666666666667 0.886321156843641 0.851573824666867
8.25 0.877578646956085 0.853473522336881
8.33333333333333 0.882135969044157 0.8529957293159
8.41666666666667 0.875958354258025 0.854473544591469
8.5 0.871073102784367 0.855171226856496
8.58333333333333 0.862409707412893 0.854737132123746
8.66666666666667 0.857932223110048 0.850761231435499
8.75 0.862424283907575 0.852744105014023
8.83333333333333 0.869834756137023 0.856218190277442
8.91666666666667 0.851891305062004 0.862065026343179
9 0.800860349271822 0.858908431532632
9.08333333333333 0.795830057038522 0.859369356234178
9.16666666666667 0.781302536301213 0.86171681618761
9.25 0.780170771978243 0.847050805854028
9.33333333333333 0.793955539543731 0.843175470103915
9.41666666666667 0.798098355994586 0.838617824160218
9.5 0.795993674876919 0.845276956212936
9.58333333333333 0.780171095717318 0.8483858336523
9.66666666666667 0.772553573242346 0.851053166226262
9.75 0.792142988130091 0.852786741512525
9.83333333333333 0.786099884180588 0.853240232516063
9.91666666666667 0.786099884180586 0.853240232516063
10 0.791608919924821 0.85134946255462
10.0833333333333 0.966384114937108 0.86287537021118
10.1666666666667 0.959035350197262 0.863227311290761
10.25 0.959035350197261 0.863227311290761
10.3333333333333 0.943197064694118 0.869064879459394
10.4166666666667 0.941226508849737 0.862195862530603
10.5 0.935685729079231 0.86509505258038
10.5833333333333 0.917599133327278 0.865109504351826
10.6666666666667 0.91759913332728 0.865109504351826
10.75 0.916948460377065 0.857481496573488
10.8333333333333 0.916948460377065 0.857481496573488
10.9166666666667 0.86903788873147 0.843858279544516
11 0.869037888731467 0.843858279544516
11.0833333333333 0.850223195804876 0.850906883671987
11.1666666666667 0.848661637605737 0.849699147132916
11.25 0.844340636798566 0.845748541777701
11.3333333333333 0.876547347017099 0.84798163663293
11.4166666666667 0.868808402964422 0.851742328684406
11.5 0.861249634354673 0.857722460396128
11.5833333333333 0.84556351940996 0.836638893412393
11.6666666666667 0.845563519409964 0.836638893412392
11.75 0.836509705273046 0.840436582814393
11.8333333333333 0.822189840947945 0.842616426260873
11.9166666666667 0.822189840947949 0.842616426260873
12 0.792327228912555 0.84800293406355
12.0833333333333 0.810669034108794 0.859704919581673
12.1666666666667 0.810669034108796 0.859704919581673
12.25 0.786995822012739 0.868826634792773
12.3333333333333 0.786995822012738 0.868826634792773
12.4166666666667 0.787886787397 0.875374117475692
12.5 0.787886787397 0.875374117475692
12.5833333333333 0.787886787396999 0.875374117475692
12.6666666666667 0.786288315045959 0.869599673890314
12.75 0.829941907154088 0.878051954945788
12.8333333333333 0.823307806693014 0.873332817356989
12.9166666666667 0.823307806693012 0.873332817356989
13 0.823307806693015 0.873332817356989
13.0833333333333 0.845501460496956 0.879850640485088
13.1666666666667 0.845501460496957 0.879850640485088
13.25 0.845501460496958 0.879850640485088
13.3333333333333 0.848711003148871 0.887673177997668
13.4166666666667 0.848711003148872 0.887673177997668
13.5 0.848711003148869 0.887673177997669
13.5833333333333 0.84629224039492 0.88521880492063
13.6666666666667 0.844474666629435 0.892730791727375
13.75 0.844474666629438 0.892730791727375
13.8333333333333 0.844474666629436 0.892730791727375
13.9166666666667 0.844474666629437 0.892730791727375
14 0.904032908019191 0.892459378724515
14.0833333333333 0.904032908019193 0.892459378724514
14.1666666666667 0.904032908019191 0.892459378724515
14.25 0.897699567751314 0.904916803729002
14.3333333333333 0.897699567751312 0.904916803729002
14.4166666666667 0.889721911878527 0.904374979245592
14.5 0.889721911878528 0.904374979245592
14.5833333333333 0.882780688665077 0.902935943887054
14.6666666666667 0.882780688665076 0.902935943887055
14.75 0.898792848223349 0.915104589154671
14.8333333333333 0.898792848223351 0.915104589154671
14.9166666666667 0.89879284822335 0.915104589154671
15 0.898792848223351 0.915104589154671
